MRE-,ACC+,PRED40+,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth
0.0,0.0,83.33333333,180,0,3,1.25,4
0.0,0.0,83.33333333,150,0,7,9.0,13
119.33,-12.24,0.0,10,2,5,9.0,11
120.48,-12.68,0.0,70,2,6,9.25,18
118.98,-12.09,0.0,170,1,3,2.5,3
120.08,-12.53,0.0,80,2,2,4.5,1
119.56,-12.32,0.0,30,2,18,0.75,11
120.81,-12.81,0.0,90,1,2,1.75,18
120.33,-12.63,0.0,20,1,4,1.5,17
117.6,-11.52,0.0,50,2,9,0.75,20
120.67,-12.76,0.0,160,2,20,4.25,15
120.18,-12.57,0.0,110,1,20,2.25,4
0.0,0.0,83.33333333,40,0,7,7.0,18
120.2,-12.58,0.0,170,1,1,3.0,16
120.22,-12.59,0.0,60,2,19,7.5,15
119.64,-12.36,0.0,130,2,4,0.25,5
0.0,0.0,83.33333333,200,0,3,6.5,9
0.0,0.0,83.33333333,50,0,1,9.75,13
120.78,-12.8,0.0,60,1,4,6.5,1
100.77,-0.75,0.0,130,0,16,5.25,19
120.61,-12.74,0.0,120,2,4,5.5,8
119.56,-12.32,0.0,180,1,3,8.0,7
119.67,-12.37,0.0,200,2,2,5.75,3
121.19,-12.95,0.0,140,2,17,6.5,2
119.07,-12.13,0.0,150,2,18,7.75,1
0.0,0.0,83.33333333,90,0,19,4.0,8
118.06,-11.71,0.0,120,2,20,9.75,2
118.31,-11.82,0.0,150,1,14,8.75,3
0.0,0.0,83.33333333,120,0,17,8.75,2
118.0,-11.69,0.0,20,1,17,2.75,7
0.0,0.0,83.33333333,120,0,14,3.5,4
121.0,-12.88,0.0,20,1,16,9.25,20
119.5,-12.3,0.0,40,2,9,2.5,20
119.47,-12.29,0.0,50,2,18,0.5,8
0.0,0.0,83.33333333,150,0,17,7.25,15
0.0,0.0,83.33333333,10,0,12,7.5,8
121.16,-12.94,0.0,150,1,6,5.0,7
119.94,-12.48,0.0,120,1,4,8.25,1
0.0,0.0,83.33333333,140,0,20,0.0,12
120.8,-12.81,0.0,50,1,15,4.25,5
122.0,-13.25,0.0,60,1,5,2.25,5
119.4,-12.26,0.0,100,2,14,4.75,16
101.33,-1.28,0.0,150,0,15,4.5,2
0.0,0.0,83.33333333,190,0,17,5.25,4
100.53,-0.52,0.0,190,0,6,5.5,11
123.67,-13.84,0.0,40,1,19,6.0,12
119.92,-12.47,0.0,80,1,17,9.0,15
100.71,-0.7,0.0,140,0,11,7.0,9
0.0,0.0,83.33333333,70,0,18,7.5,12
0.0,0.0,83.33333333,110,0,2,6.75,7
120.06,-12.52,0.0,110,2,9,4.75,6
120.49,-12.69,0.0,150,1,9,3.25,16
121.33,-13.01,0.0,90,1,13,9.25,3
0.0,0.0,83.33333333,20,0,16,10.0,4
0.0,0.0,83.33333333,120,0,16,9.5,19
120.51,-12.7,0.0,170,1,3,8.25,15
0.0,0.0,83.33333333,30,0,14,0.75,20
119.7,-12.38,0.0,110,2,8,8.0,14
119.33,-12.24,0.0,110,1,9,3.5,20
120.82,-12.82,0.0,130,2,13,0.0,6
118.78,-12.01,0.0,170,1,8,7.5,16
119.29,-12.22,0.0,160,2,11,6.75,19
0.0,0.0,83.33333333,130,0,6,6.75,7
118.67,-11.97,0.0,100,1,5,1.75,3
121.5,-13.07,0.0,80,1,14,2.75,11
120.55,-12.71,0.0,110,2,9,4.25,18
120.12,-12.55,0.0,160,2,14,6.75,15
120.56,-12.72,0.0,130,2,12,1.5,8
120.96,-12.87,0.0,180,2,8,1.5,20
100.67,-0.65,0.0,150,0,18,8.5,19
0.0,0.0,83.33333333,20,0,18,4.0,8
121.0,-12.88,0.0,80,1,10,0.5,19
122.25,-13.34,0.0,80,1,7,9.75,13
101.0,-0.97,0.0,200,0,17,8.0,20
121.8,-13.18,0.0,170,1,11,7.75,16
120.5,-12.69,0.0,160,1,7,7.75,6
120.28,-12.61,0.0,190,2,8,4.25,4
0.0,0.0,83.33333333,40,0,20,8.5,12
100.5,-0.49,0.0,200,0,13,8.25,14
121.85,-13.2,0.0,130,1,13,7.25,11
121.02,-12.89,0.0,150,2,20,4.75,13
120.33,-12.63,0.0,40,2,13,5.5,19
118.92,-12.07,0.0,80,2,12,8.5,15
118.67,-11.97,0.0,20,1,5,7.0,11
0.0,0.0,83.33333333,160,0,18,8.5,4
119.82,-12.43,0.0,150,2,14,2.75,3
0.0,0.0,83.33333333,80,0,6,1.25,6
119.06,-12.13,0.0,170,2,14,4.0,18
120.24,-12.59,0.0,170,2,3,3.5,15
121.06,-12.91,0.0,170,1,17,9.0,17
100.83,-0.81,0.0,120,0,10,1.0,11
119.59,-12.34,0.0,130,1,9,2.25,4
100.56,-0.55,0.0,180,0,12,2.5,1
118.67,-11.97,0.0,70,1,9,2.25,18
0.0,0.0,83.33333333,130,0,8,5.0,5
119.33,-12.24,0.0,40,1,4,6.0,14
120.33,-12.63,0.0,20,1,11,2.0,5
0.0,0.0,83.33333333,180,0,14,1.25,5
122.27,-13.35,0.0,50,1,16,1.0,17
0.0,0.0,83.33333333,80,0,8,0.5,20
120.5,-12.69,0.0,40,2,9,0.25,4
117.78,-11.59,0.0,30,2,6,5.75,5
120.21,-12.58,0.0,160,2,13,2.0,7
120.84,-12.82,0.0,190,1,7,1.75,15
0.0,0.0,83.33333333,170,0,6,0.0,1
121.18,-12.95,0.0,130,1,13,4.0,17
117.0,-11.26,0.0,20,2,8,0.0,17
119.79,-12.42,0.0,160,1,14,3.0,17
120.1,-12.54,0.0,70,2,17,8.0,19
121.07,-12.91,0.0,150,2,8,2.25,1
120.3,-12.62,0.0,90,1,11,10.0,12
119.33,-12.24,0.0,90,1,2,1.25,14
120.44,-12.67,0.0,30,2,5,9.75,10
120.22,-12.59,0.0,120,1,18,0.25,1
0.0,0.0,83.33333333,10,0,11,0.5,16
120.36,-12.64,0.0,150,1,10,4.0,9
101.11,-1.08,0.0,180,0,4,10.0,9
121.38,-13.02,0.0,150,1,4,3.5,7
0.0,0.0,83.33333333,90,0,17,8.75,4
119.7,-12.38,0.0,110,1,7,8.25,13
101.43,-1.37,0.0,140,0,4,8.75,7
0.0,0.0,83.33333333,150,0,18,3.25,2
120.0,-12.5,0.0,10,1,12,8.5,19
100.53,-0.52,0.0,190,0,16,4.75,14
118.5,-11.9,0.0,80,1,18,6.0,1
100.91,-0.88,0.0,110,0,6,3.75,17
101.05,-1.02,0.0,190,0,7,9.25,14
120.5,-12.69,0.0,200,1,4,10.0,11
120.8,-12.81,0.0,200,2,3,6.25,2
120.2,-12.58,0.0,170,2,5,7.25,16
0.0,0.0,83.33333333,150,0,12,3.0,1
119.29,-12.22,0.0,160,1,15,2.25,9
0.0,0.0,83.33333333,80,0,15,5.5,3
121.29,-12.99,0.0,160,2,6,1.25,5
121.04,-12.9,0.0,180,2,3,2.0,16
120.87,-12.83,0.0,100,2,9,5.75,14
0.0,0.0,83.33333333,30,0,4,6.0,17
120.67,-12.76,0.0,80,1,10,3.25,3
0.0,0.0,83.33333333,20,0,16,9.0,7
0.0,0.0,83.33333333,30,0,4,6.5,11
0.0,0.0,83.33333333,120,0,1,2.75,9
118.8,-12.02,0.0,100,1,9,8.75,8
101.67,-1.2,0.0,120,0,5,0.0,14
115.33,-10.5,0.0,10,1,7,8.25,4
116.67,-11.11,0.0,20,2,13,3.0,16
0.0,0.0,83.33333333,170,0,16,7.25,6
119.05,-12.12,0.0,190,2,19,3.25,20
120.48,-12.68,0.0,140,2,2,9.0,5
101.54,-1.47,0.0,130,0,19,9.0,1
119.27,-12.21,0.0,110,1,9,4.0,9
120.7,-12.77,0.0,200,2,10,6.0,9
120.67,-12.76,0.0,60,1,13,9.25,3
119.0,-12.1,0.0,60,1,15,2.75,17
120.44,-12.67,0.0,180,2,18,7.25,8
103.33,-3.03,0.0,30,0,15,7.25,9
0.0,0.0,83.33333333,30,0,13,9.0,6
117.75,-11.58,0.0,160,2,10,1.75,19
120.32,-12.62,0.0,190,2,12,9.0,15
100.5,-0.49,0.0,200,0,15,7.0,16
118.52,-11.9,0.0,90,1,20,1.5,12
119.41,-12.27,0.0,180,2,9,4.5,3
0.0,0.0,83.33333333,90,0,11,2.5,8
121.73,-13.16,0.0,50,1,6,4.75,8
123.56,-13.8,0.0,30,2,9,8.75,5
0.0,0.0,83.33333333,160,0,7,5.5,19
101.82,-1.72,0.0,110,0,12,7.0,18
120.33,-12.63,0.0,140,2,18,0.25,17
101.67,-1.59,0.0,60,0,7,10.0,6
122.0,-13.25,0.0,10,2,8,7.5,2
121.22,-12.97,0.0,180,1,3,3.0,17
120.04,-12.51,0.0,190,2,19,4.5,1
121.03,-12.89,0.0,130,1,14,5.0,16
0.0,0.0,83.33333333,40,0,12,3.0,13
121.04,-12.9,0.0,90,1,6,8.0,16
0.0,0.0,83.33333333,130,0,2,3.0,1
120.56,-12.71,0.0,120,2,5,7.75,4
120.1,-12.54,0.0,130,2,12,2.0,15
120.33,-12.63,0.0,60,1,9,0.75,19
118.62,-11.95,0.0,140,2,8,4.0,11
0.0,0.0,83.33333333,30,0,6,1.25,5
0.0,0.0,83.33333333,130,0,9,7.75,20
119.33,-12.24,0.0,10,2,4,4.5,17
0.0,0.0,83.33333333,90,0,3,6.5,1
114.67,-10.19,0.0,10,1,14,5.75,4
0.0,0.0,83.33333333,70,0,5,6.75,16
0.0,0.0,83.33333333,10,0,11,5.5,9
126.91,-14.54,0.0,130,2,5,0.0,14
119.33,-12.33,0.0,180,1,6,0.0,1
120.67,-12.76,0.0,70,2,1,4.25,4
120.67,-12.76,0.0,150,1,20,10.0,7
0.0,0.0,83.33333333,30,0,20,5.75,6
118.27,-11.8,0.0,50,1,1,2.25,3
120.36,-12.64,0.0,130,2,10,3.25,9
118.74,-11.99,0.0,190,2,18,6.0,14
0.0,0.0,83.33333333,60,0,6,3.25,13
100.91,-0.88,0.0,110,0,17,9.75,17
119.83,-12.43,0.0,40,2,8,0.75,5
121.33,-13.01,0.0,70,2,9,4.25,14
121.6,-13.11,0.0,50,1,5,0.75,16
118.0,-11.69,0.0,10,1,18,10.0,18
0.0,0.0,83.33333333,30,0,9,3.75,10
119.91,-12.47,0.0,150,2,9,8.25,18
120.28,-12.61,0.0,190,1,4,4.25,6
119.33,-12.24,0.0,30,2,12,7.75,9
0.0,0.0,83.33333333,190,0,14,4.5,17
121.24,-12.97,0.0,140,2,1,4.5,17
0.0,0.0,83.33333333,50,0,3,6.25,17
120.0,-12.5,0.0,20,2,5,7.0,8
118.17,-11.76,0.0,40,2,5,9.25,7
119.89,-12.46,0.0,60,2,1,4.0,20
0.0,0.0,83.33333333,140,0,6,7.0,14
120.11,-12.54,0.0,60,1,5,9.5,18
119.8,-12.42,0.0,170,1,3,2.5,20
119.93,-12.47,0.0,90,2,1,0.75,19
118.93,-12.07,0.0,50,2,10,7.75,9
120.51,-12.7,0.0,130,1,11,0.0,16
120.11,-12.54,0.0,180,1,6,1.25,9
122.0,-13.25,0.0,30,2,19,6.25,8
120.6,-12.73,0.0,100,2,6,1.5,9
120.3,-12.62,0.0,200,2,10,4.75,5
119.94,-12.48,0.0,120,1,12,2.0,7
0.0,0.0,83.33333333,150,0,14,4.75,6
101.0,-0.97,0.0,100,0,3,1.25,3
100.59,-0.58,0.0,170,0,15,8.75,14
0.0,0.0,83.33333333,70,0,17,4.25,9
0.0,0.0,83.33333333,40,0,13,6.5,13
0.0,0.0,83.33333333,190,0,1,4.5,5
118.59,-11.94,0.0,180,2,8,2.75,8
0.0,0.0,83.33333333,10,0,11,0.0,20
119.9,-12.46,0.0,70,2,16,0.0,18
120.0,-12.5,0.0,40,2,5,1.75,7
120.67,-12.76,0.0,90,1,9,9.75,17
0.0,0.0,83.33333333,80,0,18,6.5,5
0.0,0.0,83.33333333,90,0,15,1.75,19
118.78,-12.01,0.0,170,2,10,4.25,18
121.07,-12.91,0.0,50,2,4,2.0,18
0.0,0.0,83.33333333,190,0,11,6.5,16
100.53,-0.52,0.0,190,0,15,0.5,20
118.0,-11.69,0.0,20,1,3,0.5,5
100.91,-0.88,0.0,110,0,9,2.0,2
0.0,0.0,83.33333333,110,0,1,6.0,15
124.13,-14.0,0.0,50,2,20,7.5,2
100.71,-0.7,0.0,140,0,1,6.75,16
124.22,-14.03,0.0,60,1,14,8.5,5
0.0,0.0,83.33333333,100,0,15,5.0,11
121.33,-13.01,0.0,70,1,15,5.25,6
119.19,-12.18,0.0,180,1,16,9.25,5
119.96,-12.49,0.0,180,2,7,10.0,10
118.93,-12.07,0.0,180,1,15,0.75,18
119.79,-12.42,0.0,160,1,14,0.5,3
0.0,0.0,83.33333333,200,0,1,10.0,15
116.71,-7.47,0.0,190,0,3,0.0,3
122.89,-13.57,0.0,30,1,17,6.25,8
100.67,-0.65,0.0,150,0,8,8.5,8
119.67,-12.37,0.0,60,2,15,2.0,4
0.0,0.0,83.33333333,10,0,16,3.25,9
120.3,-12.62,0.0,110,2,20,7.0,7
0.0,0.0,83.33333333,30,0,3,3.75,12
0.0,0.0,83.33333333,170,0,10,5.5,12
0.0,0.0,83.33333333,100,0,3,7.75,3
0.0,0.0,83.33333333,180,0,2,6.0,3
119.0,-12.1,0.0,40,1,18,1.75,20
101.76,-1.68,0.0,170,0,17,8.25,4
118.06,-11.71,0.0,110,2,12,9.25,9
122.29,-13.36,0.0,70,1,15,7.75,11
120.87,-12.83,0.0,100,2,14,10.0,4
0.0,0.0,83.33333333,30,0,12,2.0,2
122.0,-13.25,0.0,60,2,8,3.5,11
0.0,0.0,83.33333333,20,0,18,0.75,11
119.28,-12.21,0.0,120,1,4,7.75,2
